Mensaje
"No existe una afición mas pinche chillona y sidosa que los putos chemos del cruz azul. Siempre se cagan a la hora buena, especialmente vs el America, pero ahorita quieren justificar a sus jugadores cagones que tuvieron mil oportunidades y todas las fallaron. Pinche equipo chico."
"Ay huevisima que ya pasaron 2 días y sigan con su “partido comprado” por la final América vs Cruz azul. La neta yo lo vi y se me hizo la final más aburrida del mundo, ningún jugó un partido de final pero alguien tiene que ganar Fin."
Día 3 de la polémica #NoEraPenal en el juego de la final mexicana #CruzAzul vs #América
‘A mí no me parece penal’: Así fue la discusión del VAR en la Final América vs. Cruz Azul: ¿Era penal o no? La final de vuelta del Clausura 2024 entre América y Cruz Azul quedó marcada por la polémica jugada de… 
Dejo el tema en la mesa #América vs #CruzAzul
"Ridículos, jamás van a admitir que se equivocaron. Mancharon la final América vs Cruz Azul, de no marcar ese penal inexistente, habria ganado el mejor. Pero eso ya es historia, con penal regalado le regalaron el Bicampeonato al América."
"...Ayer vi por tv el partido de la final entre @ClubAmerica vs @CruzAzul vi la repetición de la falta de penal qe les dio el título y DEFINITIVAMENTE ESE ARBITRO SI LES REGALO ESE CAMPEONATO A LOS DEL AMERICA, Inaúdito como un bandido arbitro daña felicidad de un equipo y afición"
El partido de ayer representa perfectamente esto: El pueblo (Cruz azul) vs Morena (América)
"No mames culero  no es de ahuevo sacar una cumbia toda culera y sobre el América vs cruz azul bien perro naco we jajajaja , que chingue su madre el América el ,el azul por pecho frío , el pumas por mediocre , la perras de las chivas por osiconas , arriba la fierra alv 😮‍💨💚"
"¿Quién es Louis Víctor Derbez, sobrino de Eugenio Derbez quien estuvo en la Final América vs Cruz Azul?"
El análisis del América vs Cruz azul del domingo en el que todo el mundo coincide: LE ROBARON AL AZUL
Las finales en donde él arbitraje acuchilló a #cruzazul 
"Ya es martes hijos de su puta madre y me da la impresión que estos pendejos van a seguir tragando del penal del America vs Cruz Azul por lo que resta de este año. El “periodismo deportivo” en Mexico me provoca asco, aburrimiento y lástima"
"Las televisoras hicieron su ‘agosto’ con el América vs. Cruz Azul 📺💵 La Final entre América y Cruz Azul era más que atractiva para todos los involucrados en el futbol mexicano: aficionados, clubes, liga y televisoras. El hecho de que se enfrentaran dos de los equipos más populares del país obligaba a acaparar la atención de todos en el desenlace del Clausura 2024. 🚂🦅"
"El América estuvo en la lona vs Pachuca, el América estuvo a un gol de ser eliminado con chivas, el cruz azul fue mejor ayer, la peor liguilla del club terminó en campeonato. Así de grande es este club."
Este estúpido sale a explicar la jugada de la final América vs Cruz azul. Cuando fue él que dio por válido un gol en fuera de lugar del tamaño de Torreón. Por dios. Tantito dignidad HTPM perro maldito. Cómo ves @JLUIS_CUEVAS?
Las finales de los torneos en latinoAmerica tendrían que jugarse con árbitros extranjeros mucho descaro lo que pasó en el cruz azul vs América lo mismo pasa aquí con un equipo de la capital siempre favoreciendo y haciendo las cosas a su antojo
Se vendió más rápido Alejandra del Moral que el árbitro del América VS Cruz Azul.
He visto a Cruz Azul perder las finales de: Liga 
Revelan polémico audio del VAR en el penal de América vs Cruz Azul
"Por que a los del Cruz Azul que dicen: ""que vergüenza ganar así"" no les da más vergüenza perder 3 finales en 11 años vs el América, no les da vergüenza que su equipo no da una vs el América, no les da Vergüenza no exigirle a sus jugadores y conformarse con un ""lo dieron todo"""
Cruz Azul: Martín Anselmi da la cara tras derrota en la Final vs Club América
"Cuando quieran dejar de seguir a Poketiempo MX porque hizo una felicitación pública sobre el América vs Cruz Azul, recuerden que el admin es éste:"
"¡Oiloooooooo! Dice Arturo Brizio -quien no mejoró para nada el nivel del arbitraje como presidente de la comisión- que el trabajo de Marco Ortiz en la Final América vs Cruz Azul fue bueno, con todo y el penal sobre Reyes 😳"
Joven se hace viral tras asistir a la final América vs Cruz Azul con playera azulcrema de Taylor Swift |VIDEO
"""¡A huev...!"": Audio del VAR se viraliza por polémico comentario en jugada del penal"
Revelan audios del VAR del penal de Henry Martín en la final América vs Cruz Azul - infobae
"""Me quedo con mi decisión”: audios del VAR revelan por qué el 'Gato' Ortiz marcó penal para América en final ante Cruz Azul 😱"
"La camisa de Layin @lacamisadelayin. Obviamente es mame porque no tienen objetividad y solo se quejan cuando los favorecen. El penal me parece muy parecido al de Malagón, y ese sí lo festejaron."
Club América vs Cruz Azul; la Final entregó millones a Televisoras por anuncios publicitarios
Jugada del partido #America vs #CruzAzul fue una decisión arbitral correcta Arturo Bricio .
"‘ES UN DEPORTE DE APRECIACIÓN’ 😱🔥 #CentralFOX Armando Archundia, presidente de la Comisión de Árbitros, aseguró que, pese a la existencia del VAR, el futbol siempre tendrá jugadas de apreciación, tras la polémica Final entre América vs Cruz Azul."
"Gracias al partido vs América nos dimos cuenta que afición solo es resultadista y quién es un verdadero aficionado, a todos los que quieren jugadores fuera, váyanse ustedes, en este equipo no los necesitamos, estamos ORGULLOSOS de este azul. SOY DE CRUZ AZUL Y TENGO AGUANTE.💙🚂"
"Lo que todos sabemos, que la corrupta liga @televisa ya tenía ganador. Digamos que es como la @WWE que ya tenía un ganador por el script, no recuerdan que empezó a circular que habían filtrado en VIX que la final era cruz azul vs América cuando faltaban las vueltas de semifinales"
América vs Cruz Azul: No fue penal
"""No son lágrimas de tristeza"": El posteo de Uriel Antuna tras la derrota de Cruz Azul vs. América - Vamos Azul"
#Deportes | Comisión de Árbitros defiende marcación del penal en la final América vs. Cruz Azul 👇
"🥚🦅 Cruz Azul vs América: ¿Qué se sabe del ""a huevo"" en el VAR durante el penal de Rotondi sobre Israel Reyes?"
Carlos Salcedo se molesta con el 'Gato' Ortiz por marcar penal en el Cruz Azul vs América
Jugada del partido #America vs #CruzAzul fue una decisión arbitral correcta. Arturo Bricio.
"Porque al América sí lo apoyan cuando pide que un árbitro no les pite, pero aunque TODO el mundo sabía que el Gato iba a influir vs Cruz Azul, no le importó a la Liga y lo mantuvo."
"El VAR decía que no había penal, pero todo quedó en decisión de Marco Antonio. Así fue la discusión en la final de América vs. Cruz Azul 2024."
"Han pasado horas desde la final y la polémica sigue. Ahora David Faitelson acabó al 'Gato' Ortiz y lo llamó ""inútil"" por el penal que le dio la 15 al América."
Confirmado: Liga MX repetirá el partido América vs Cruz Azul. Miércoles a las 5 pm hora de México. Reyes suspendido por actitud antideportiva.
#Deportes | La Comisión de Árbitros hizo público el diálogo del VAR respecto al controvertido penal que le otorgó el triunfo al América. #CBTelevisión
A hue...': el polémico comentario en audio del VAR tras penalti a favor del América | VIDEO - Mediotiempo
Yo les pregunto ven America vs Cruz Azul otra vez en la final del Ap.24?
Cruz Azul vs América: Revelan audios de la decisión del 'Gato' Ortiz ante penal
El 'A huevo' de los audios del VAR del América vs Cruz Azul que se viralizó en redes sociales (VIDEO) - FoxSports
"VAR señaló que ""a mí no me parece penal"" en la final América vs Cruz Azul, pero el árbitro Marco Ortiz consideró que Carlos Rotondi cometió una ""falta imprudente"". Comisión de Árbitros revela audios."
Club América vs Cruz Azul: Paco Jémez alaba a Anselmi y al plantel pese a derrota en la final.
"¡Qué los dejen en paz, dicen! Ahora resulta que en la Comisión de Árbitros priorizan el ""juego limpio y ética"" y el penal de Marco Ortiz fue bien marcado para el América... 🤡"
¡Esto fue lo que dijeron! 😳 Esto fue lo que se dijo en el VAR tras la decisión del penal que le daría el bicampeonato a las águilas del Club América 🧐
"#AHORA I  ¡Si marcaron bien! ⚽️🫡 Tras el polémico penal que llevó al campeonato al América, la ""Comisión de Árbitros"" salió en defensa de la marcación 🧐"
"Lo que ganó el árbitro ""El Gato"" Ortiz por pitar la polémica final América vs Cruz Azul 😱"
Las televisoras hicieron su ‘agosto’ con el América vs. Cruz Azul vía  @mediotiempo
AMÉRICA BICAMPEÓN 🏆💛💙🦅🏆 ESTADIO AZTECA (América vs Cruz Azul) #vlog https://youtu.be/IXIKkQaEYj0?si=_hLFzwUQ2dyJkOIX vía @YouTube
"Tienes un pu to miedo de que te corran de televisa, que hasta olvida hablar con objetividad, pin che pocos hue vos @adelarosa. Noto en ti un miedo de que la rivalidad américa vs cruz azul, no crezca +, porque sabes bien que el disque clásico de México se va ALV. Pin che pu to."
"“Yo no veo manchado el título, que sí es dudoso, es polémico... Qué pena que estemos hablando de esto 24 horas después”: @adelarosa en #TGD Síguelo en vivo en http://nmas.com.mx/tgd"
¡FIESTA EN AMÉRICA! 🥳🦅El VAR ha sido exhibido por aparentemente haber celebrado el penal del América sobre Cruz Azul 😬⚽️
David Faitelson se lanzó contra el arbitro en redes sociales después del partido América vs Cruz Azul
#OJO | Fortuna Millonaria: TV Azteca y la Final América vs Cruz Azul ⚽️👀
"""No me parece penal"": Revelan audios del VAR en la final de América vs Cruz Azul."
Yo así a una hora de que arranque la final América vs Cruz Azul:
América vs Cruz Azul #LigaMx
Hoy el Estadio Azteca recibe a dos grandes equipos:#América vs. #CruzAzul
Una lluvia fuerte un 26 de mayo antes y durante una final America vs Cruz Azul?  Creo que ya lo he vivido. 🤔
Oigan la neta si estoy bien nerviosa por el juego de hoy de cruz azul vs America! Pero pues ya lo que tenga que pasar! Venga mis niños! Vengan mis azules! Con ustedes siempre 💙⚽️  y si no se gana ni modo! Se llego a la final 🥹
América vs Cruz Azul: Agilizan la entrada con un sello del Fan ID
Listos ! Se viene la final por  @Univision America vs Cruz Azul
"¡Fuerte lluvia en el Estadio Azteca!"
"El rival vs el que América fue Bicampeón la última ocasión fue el Cruz Azul en la 1988-1989, hoy se vuelve a presentar esa posibilidad"
Más de 79 mil pesos cuestan los boletos de la final América vs Cruz Azul. Los revendedores están ganando mucho dinero por los boletos de la final del torneo Clausura 2024 América vs Cruz Azul. Toda la afición de la Liga MX espera esta final con ansias 🤑
"Llueve en la bella CDMX otro 26 de Mayo, con un América vs Cruz Azul en la final del fútbol mexicano en el Estadio Azteca. Bonito Deja Vu"
Bueno genteeee prepárense esa barbacoa porque viene. América vs Cruz Azul. Hagan sus apuestas. 😮‍💨
☘️✨ Presagio FREE Domingo II #20 de Mayo✨☘️⚽🇲🇽 América VS Cruz Azul🔥 Pick: América Campeón
Relámpago muy cerca del Estadio Azteca. Muy peligroso para la gente en la explanada. Aún no hay anuncio de que el juego se pospone entre #América vs #CruzAzul
Zeus Gol ⚽️ La afición que recibe al camión.  #America VS #CruzAzul🏆La Gran Final 🏟️: Estadio Azteca📍CDMX🇲🇽
AMÉRICA y su gente 💛🦅💛
"Final América vs Cruz Azul.26 de mayo, en el azteca y lloviendo. No hay mejor escenario para poder coronarnos el día de hoy. 💙Va por ti, Paco, José Armando y todos los aficionados que partieron hacia una mejor vida. 💙"
Ya estamos aquí para disfrutar de la gran final de vuelta del fútbol mexicano. América vs Cruz Azul.Se está cayendo el cielo aquí en el Estadio Azteca ¿Quién será el campeón del Clausura 24?
"La infancia de muchos será destruída, América vs Cruz Azul, será el partido más triste de la historia de la Liga MX, es por esto que sólo mayores de 18 años podrán verlo, ya que su final marcará la muerte de varios personajes."
Mucha suerte Iván!! P.D. La va a necesitar el #CruzAzul vs. #America 😬
"Replying to @EugenioDerbez El america ya compro a los árbitros para la final de cruz azul vs el america, eso querías decir ? Mercenario jajajajaja"
"PRESIDENTE AMLO PIDE DISFRUTAR LA FINAL DE LA LIGA MX ENTRE CRUZ AZUL VS AMÉRICA: ""HAY QUE RELAJARSE, VA GANAR EL FUTBOL"""
"Así como en la final de hace 11 años, entre América vs Cruz Azul llueve a cántaros en la cancha del estadio Azteca.Será la misma historia?#CruzAzul vs. #America"
Otra final lluviosa de un America vs Cruz Azul?
Llueve en el azteca Final Cruz Azul vs América
"#Deportes| Hacen un exhorto a los aficionados, a que disfruten el partidos América VS Cruz Azul en un ambiente libre de violencia."
